date,county,state,fips,total_cases,total_deaths,new_cases,new_deaths
2020-03-01,New York City,New York,NA,1,0,0,0
2020-03-02,New York City,New York,NA,1,0,0,0
2020-03-03,New York City,New York,NA,2,0,1,0
2020-03-04,Bergen,New Jersey,34003,1,0,0,0
2020-03-04,New York City,New York,NA,2,0,0,0
2020-03-04,Westchester,New York,36119,9,0,0,0
2020-03-05,Bergen,New Jersey,34003,2,0,1,0
2020-03-05,Nassau,New York,36059,1,0,0,0
2020-03-05,New York City,New York,NA,4,0,2,0
2020-03-05,Westchester,New York,36119,17,0,8,0
2020-03-06,Bergen,New Jersey,34003,3,0,1,0
2020-03-06,Nassau,New York,36059,4,0,3,0
2020-03-06,New York City,New York,NA,5,0,1,0
2020-03-06,Rockland,New York,36087,2,0,0,0
2020-03-06,Westchester,New York,36119,33,0,16,0
2020-03-07,Bergen,New Jersey,34003,3,0,0,0
2020-03-07,Nassau,New York,36059,4,0,0,0
2020-03-07,New York City,New York,NA,12,0,7,0
2020-03-07,Rockland,New York,36087,2,0,0,0
2020-03-07,Westchester,New York,36119,69,0,36,0
2020-03-08,Fairfield,Connecticut,09001,1,0,0,0
2020-03-08,Bergen,New Jersey,34003,4,0,1,0
2020-03-08,Passaic,New Jersey,34031,1,0,0,0
2020-03-08,Nassau,New York,36059,5,0,1,0
2020-03-08,New York City,New York,NA,14,0,2,0
2020-03-08,Rockland,New York,36087,2,0,0,0
2020-03-08,Suffolk,New York,36103,1,0,0,0
2020-03-08,Ulster,New York,36111,1,0,0,0
2020-03-08,Westchester,New York,36119,81,0,12,0
2020-03-09,Fairfield,Connecticut,09001,2,0,1,0
2020-03-09,Bergen,New Jersey,34003,5,0,1,0
2020-03-09,Hudson,New Jersey,34017,1,0,0,0
2020-03-09,Passaic,New Jersey,34031,1,0,0,0
2020-03-09,Nassau,New York,36059,17,0,12,0
2020-03-09,New York City,New York,NA,20,0,6,0
2020-03-09,Rockland,New York,36087,4,0,2,0
2020-03-09,Suffolk,New York,36103,1,0,0,0
2020-03-09,Ulster,New York,36111,1,0,0,0
2020-03-09,Westchester,New York,36119,97,0,16,0
2020-03-10,Fairfield,Connecticut,09001,2,0,0,0
2020-03-10,Bergen,New Jersey,34003,7,1,2,1
2020-03-10,Hudson,New Jersey,34017,1,0,0,0
2020-03-10,Passaic,New Jersey,34031,1,0,0,0
2020-03-10,Nassau,New York,36059,19,0,2,0
2020-03-10,New York City,New York,NA,37,0,17,0
2020-03-10,Rockland,New York,36087,6,0,2,0
2020-03-10,Suffolk,New York,36103,1,0,0,0
2020-03-10,Ulster,New York,36111,1,0,0,0
2020-03-10,Westchester,New York,36119,107,0,10,0
2020-03-11,Fairfield,Connecticut,09001,3,0,1,0
2020-03-11,Bergen,New Jersey,34003,11,1,4,0
2020-03-11,Hudson,New Jersey,34017,1,0,0,0
2020-03-11,Passaic,New Jersey,34031,1,0,0,0
2020-03-11,Nassau,New York,36059,28,0,9,0
2020-03-11,New York City,New York,NA,52,0,15,0
2020-03-11,Rockland,New York,36087,6,0,0,0
2020-03-11,Suffolk,New York,36103,6,0,5,0
2020-03-11,Ulster,New York,36111,2,0,1,0
2020-03-11,Westchester,New York,36119,120,0,13,0
2020-03-12,Fairfield,Connecticut,09001,5,0,2,0
2020-03-12,Litchfield,Connecticut,09005,1,0,0,0
2020-03-12,Bergen,New Jersey,34003,13,1,2,0
2020-03-12,Essex,New Jersey,34013,1,0,0,0
2020-03-12,Hudson,New Jersey,34017,1,0,0,0
2020-03-12,Morris,New Jersey,34027,1,0,0,0
2020-03-12,Passaic,New Jersey,34031,1,0,0,0
2020-03-12,Dutchess,New York,36027,1,0,0,0
2020-03-12,Nassau,New York,36059,41,0,13,0
2020-03-12,New York City,New York,NA,96,0,44,0
2020-03-12,Orange,New York,36071,1,0,0,0
2020-03-12,Rockland,New York,36087,7,0,1,0
2020-03-12,Suffolk,New York,36103,21,0,15,0
2020-03-12,Ulster,New York,36111,4,0,2,0
2020-03-12,Westchester,New York,36119,147,0,27,0
2020-03-13,Fairfield,Connecticut,09001,8,0,3,0
2020-03-13,Litchfield,Connecticut,09005,3,0,2,0
2020-03-13,Bergen,New Jersey,34003,17,1,4,0
2020-03-13,Essex,New Jersey,34013,6,0,5,0
2020-03-13,Hudson,New Jersey,34017,3,0,2,0
2020-03-13,Morris,New Jersey,34027,3,0,2,0
2020-03-13,Passaic,New Jersey,34031,2,0,1,0
2020-03-13,Dutchess,New York,36027,3,0,2,0
2020-03-13,Nassau,New York,36059,51,0,10,0
2020-03-13,New York City,New York,NA,155,0,59,0
2020-03-13,Orange,New York,36071,3,0,2,0
2020-03-13,Rockland,New York,36087,9,0,2,0
2020-03-13,Suffolk,New York,36103,29,0,8,0
2020-03-13,Ulster,New York,36111,5,0,1,0
2020-03-13,Westchester,New York,36119,157,0,10,0
2020-03-14,Fairfield,Connecticut,09001,15,0,7,0
2020-03-14,Litchfield,Connecticut,09005,3,0,0,0
2020-03-14,New Haven,Connecticut,09009,1,0,0,0
2020-03-14,Bergen,New Jersey,34003,31,1,14,0
2020-03-14,Essex,New Jersey,34013,7,0,1,0
2020-03-14,Hudson,New Jersey,34017,5,0,2,0
2020-03-14,Morris,New Jersey,34027,5,0,2,0
2020-03-14,Passaic,New Jersey,34031,2,0,0,0
2020-03-14,Dutchess,New York,36027,4,0,1,0
2020-03-14,Nassau,New York,36059,79,0,28,0
2020-03-14,New York City,New York,NA,269,1,114,1
2020-03-14,Orange,New York,36071,6,0,3,0
2020-03-14,Rockland,New York,36087,12,1,3,1
2020-03-14,Suffolk,New York,36103,41,0,12,0
2020-03-14,Ulster,New York,36111,5,0,0,0
2020-03-14,Westchester,New York,36119,178,0,21,0
2020-03-15,Fairfield,Connecticut,09001,16,0,1,0
2020-03-15,Litchfield,Connecticut,09005,4,0,1,0
2020-03-15,New Haven,Connecticut,09009,3,0,2,0
2020-03-15,Bergen,New Jersey,34003,32,1,1,0
2020-03-15,Essex,New Jersey,34013,11,0,4,0
2020-03-15,Hudson,New Jersey,34017,10,0,5,0
2020-03-15,Morris,New Jersey,34027,6,0,1,0
2020-03-15,Passaic,New Jersey,34031,5,0,3,0
2020-03-15,Dutchess,New York,36027,7,0,3,0
2020-03-15,Nassau,New York,36059,98,0,19,0
2020-03-15,New York City,New York,NA,330,5,61,4
2020-03-15,Orange,New York,36071,6,0,0,0
2020-03-15,Putnam,New York,36079,2,0,0,0
2020-03-15,Rockland,New York,36087,13,1,1,0
2020-03-15,Suffolk,New York,36103,47,0,6,0
2020-03-15,Ulster,New York,36111,5,0,0,0
2020-03-15,Westchester,New York,36119,195,0,17,0
2020-03-16,Fairfield,Connecticut,09001,29,0,13,0
2020-03-16,Litchfield,Connecticut,09005,4,0,0,0
2020-03-16,New Haven,Connecticut,09009,4,0,1,0
2020-03-16,Bergen,New Jersey,34003,61,2,29,1
2020-03-16,Essex,New Jersey,34013,20,0,9,0
2020-03-16,Hudson,New Jersey,34017,19,0,9,0
2020-03-16,Morris,New Jersey,34027,8,0,2,0
2020-03-16,Passaic,New Jersey,34031,8,0,3,0
2020-03-16,Dutchess,New York,36027,10,0,3,0
2020-03-16,Nassau,New York,36059,109,0,11,0
2020-03-16,New York City,New York,NA,464,7,134,2
2020-03-16,Orange,New York,36071,11,0,5,0
2020-03-16,Putnam,New York,36079,2,0,0,0
2020-03-16,Rockland,New York,36087,16,1,3,0
2020-03-16,Suffolk,New York,36103,63,2,16,2
2020-03-16,Ulster,New York,36111,7,0,2,0
2020-03-16,Westchester,New York,36119,219,0,24,0
2020-03-17,Fairfield,Connecticut,09001,48,0,19,0
2020-03-17,Litchfield,Connecticut,09005,5,0,1,0
2020-03-17,New Haven,Connecticut,09009,8,0,4,0
2020-03-17,Bergen,New Jersey,34003,84,2,23,0
2020-03-17,Essex,New Jersey,34013,32,0,12,0
2020-03-17,Hudson,New Jersey,34017,24,0,5,0
2020-03-17,Morris,New Jersey,34027,19,0,11,0
2020-03-17,Passaic,New Jersey,34031,10,0,2,0
2020-03-17,Dutchess,New York,36027,16,0,6,0
2020-03-17,Nassau,New York,36059,131,2,22,2
2020-03-17,New York City,New York,NA,646,11,182,4
2020-03-17,Orange,New York,36071,15,0,4,0
2020-03-17,Putnam,New York,36079,2,0,0,0
2020-03-17,Rockland,New York,36087,22,2,6,1
2020-03-17,Suffolk,New York,36103,84,3,21,1
2020-03-17,Ulster,New York,36111,8,0,1,0
2020-03-17,Westchester,New York,36119,379,0,160,0
2020-03-18,Fairfield,Connecticut,09001,69,1,21,1
2020-03-18,Litchfield,Connecticut,09005,5,0,0,0
2020-03-18,New Haven,Connecticut,09009,10,0,2,0
2020-03-18,Bergen,New Jersey,34003,133,4,49,2
2020-03-18,Essex,New Jersey,34013,45,0,13,0
2020-03-18,Hudson,New Jersey,34017,34,0,10,0
2020-03-18,Morris,New Jersey,34027,19,0,0,0
2020-03-18,Passaic,New Jersey,34031,18,0,8,0
2020-03-18,Dutchess,New York,36027,20,0,4,0
2020-03-18,Nassau,New York,36059,183,2,52,0
2020-03-18,New York City,New York,NA,1344,25,698,14
2020-03-18,Orange,New York,36071,32,0,17,0
2020-03-18,Putnam,New York,36079,2,0,0,0
2020-03-18,Rockland,New York,36087,30,2,8,0
2020-03-18,Suffolk,New York,36103,116,3,32,0
2020-03-18,Ulster,New York,36111,9,0,1,0
2020-03-18,Westchester,New York,36119,537,0,158,0
2020-03-19,Fairfield,Connecticut,09001,102,4,33,3
2020-03-19,Litchfield,Connecticut,09005,7,0,2,0
2020-03-19,New Haven,Connecticut,09009,24,0,14,0
2020-03-19,Bergen,New Jersey,34003,297,6,164,2
2020-03-19,Essex,New Jersey,34013,63,2,18,2
2020-03-19,Hudson,New Jersey,34017,55,0,21,0
2020-03-19,Morris,New Jersey,34027,26,0,7,0
2020-03-19,Passaic,New Jersey,34031,38,0,20,0
2020-03-19,Sussex,New Jersey,34037,2,0,0,0
2020-03-19,Dutchess,New York,36027,31,0,11,0
2020-03-19,Nassau,New York,36059,382,3,199,1
2020-03-19,New York City,New York,NA,2477,31,1133,6
2020-03-19,Orange,New York,36071,51,0,19,0
2020-03-19,Putnam,New York,36079,2,0,0,0
2020-03-19,Rockland,New York,36087,53,2,23,0
2020-03-19,Suffolk,New York,36103,178,3,62,0
2020-03-19,Ulster,New York,36111,12,0,3,0
2020-03-19,Westchester,New York,36119,797,0,260,0
2020-03-20,Fairfield,Connecticut,09001,122,4,20,0
2020-03-20,Litchfield,Connecticut,09005,8,0,1,0
2020-03-20,New Haven,Connecticut,09009,24,0,0,0
2020-03-20,Bergen,New Jersey,34003,342,7,45,1
2020-03-20,Essex,New Jersey,34013,73,3,10,1
2020-03-20,Hudson,New Jersey,34017,66,0,11,0
2020-03-20,Morris,New Jersey,34027,35,0,9,0
2020-03-20,Passaic,New Jersey,34031,49,0,11,0
2020-03-20,Sussex,New Jersey,34037,3,0,1,0
2020-03-20,Dutchess,New York,36027,36,0,5,0
2020-03-20,Nassau,New York,36059,754,4,372,1
2020-03-20,New York City,New York,NA,4419,54,1942,23
2020-03-20,Orange,New York,36071,84,0,33,0
2020-03-20,Putnam,New York,36079,7,0,5,0
2020-03-20,Rockland,New York,36087,101,3,48,1
2020-03-20,Suffolk,New York,36103,371,7,193,4
2020-03-20,Ulster,New York,36111,12,0,0,0
2020-03-20,Westchester,New York,36119,1091,0,294,0
2020-03-21,Fairfield,Connecticut,09001,140,4,18,0
2020-03-21,Litchfield,Connecticut,09005,11,0,3,0
2020-03-21,New Haven,Connecticut,09009,24,0,0,0
2020-03-21,Bergen,New Jersey,34003,362,9,20,2
2020-03-21,Essex,New Jersey,34013,107,4,34,1
2020-03-21,Hudson,New Jersey,34017,97,0,31,0
2020-03-21,Morris,New Jersey,34027,64,1,29,1
2020-03-21,Passaic,New Jersey,34031,67,0,18,0
2020-03-21,Sussex,New Jersey,34037,6,0,3,0
2020-03-21,Dutchess,New York,36027,49,0,13,0
2020-03-21,Nassau,New York,36059,1234,7,480,3
2020-03-21,New York City,New York,NA,6226,75,1807,21
2020-03-21,Orange,New York,36071,163,0,79,0
2020-03-21,Putnam,New York,36079,22,0,15,0
2020-03-21,Rockland,New York,36087,262,3,161,0
2020-03-21,Suffolk,New York,36103,662,9,291,2
2020-03-21,Ulster,New York,36111,18,0,6,0
2020-03-21,Westchester,New York,36119,1387,0,296,0
2020-03-22,Fairfield,Connecticut,09001,208,5,68,1
2020-03-22,Litchfield,Connecticut,09005,12,0,1,0
2020-03-22,New Haven,Connecticut,09009,29,0,5,0
2020-03-22,Bergen,New Jersey,34003,457,10,95,1
2020-03-22,Essex,New Jersey,34013,172,4,65,0
2020-03-22,Hudson,New Jersey,34017,126,0,29,0
2020-03-22,Morris,New Jersey,34027,119,1,55,0
2020-03-22,Passaic,New Jersey,34031,95,1,28,1
2020-03-22,Sussex,New Jersey,34037,12,0,6,0
2020-03-22,Dutchess,New York,36027,82,0,33,0
2020-03-22,Nassau,New York,36059,1900,7,666,0
2020-03-22,New York City,New York,NA,9065,119,2839,44
2020-03-22,Orange,New York,36071,247,0,84,0
2020-03-22,Putnam,New York,36079,37,0,15,0
2020-03-22,Rockland,New York,36087,455,3,193,0
2020-03-22,Suffolk,New York,36103,1034,12,372,3
2020-03-22,Ulster,New York,36111,26,0,8,0
2020-03-22,Westchester,New York,36119,1873,0,486,0
2020-03-23,Fairfield,Connecticut,09001,270,6,62,1
2020-03-23,Litchfield,Connecticut,09005,13,0,1,0
2020-03-23,New Haven,Connecticut,09009,41,0,12,0
2020-03-23,Bergen,New Jersey,34003,609,12,152,2
2020-03-23,Essex,New Jersey,34013,273,5,101,1
2020-03-23,Hudson,New Jersey,34017,190,0,64,0
2020-03-23,Morris,New Jersey,34027,177,1,58,0
2020-03-23,Passaic,New Jersey,34031,141,2,46,1
2020-03-23,Sussex,New Jersey,34037,15,0,3,0
2020-03-23,Dutchess,New York,36027,100,0,18,0
2020-03-23,Nassau,New York,36059,2442,9,542,2
2020-03-23,New York City,New York,NA,12329,155,3264,36
2020-03-23,Orange,New York,36071,389,0,142,0
2020-03-23,Putnam,New York,36079,45,0,8,0
2020-03-23,Rockland,New York,36087,592,5,137,2
2020-03-23,Suffolk,New York,36103,1458,13,424,1
2020-03-23,Ulster,New York,36111,35,0,9,0
2020-03-23,Westchester,New York,36119,2894,0,1021,0
2020-03-24,Fairfield,Connecticut,09001,384,7,114,1
2020-03-24,Litchfield,Connecticut,09005,22,0,9,0
2020-03-24,New Haven,Connecticut,09009,89,0,48,0
2020-03-24,Bergen,New Jersey,34003,701,14,92,2
2020-03-24,Essex,New Jersey,34013,342,8,69,3
2020-03-24,Hudson,New Jersey,34017,234,3,44,3
2020-03-24,Morris,New Jersey,34027,204,4,27,3
2020-03-24,Passaic,New Jersey,34031,216,3,75,1
2020-03-24,Sussex,New Jersey,34037,18,0,3,0
2020-03-24,Dutchess,New York,36027,124,0,24,0
2020-03-24,Nassau,New York,36059,2869,9,427,0
2020-03-24,New York City,New York,NA,14943,230,2614,75
2020-03-24,Orange,New York,36071,498,0,109,0
2020-03-24,Putnam,New York,36079,67,0,22,0
2020-03-24,Rockland,New York,36087,671,5,79,0
2020-03-24,Suffolk,New York,36103,1880,13,422,0
2020-03-24,Ulster,New York,36111,47,0,12,0
2020-03-24,Westchester,New York,36119,3891,6,997,6
2020-03-25,Fairfield,Connecticut,09001,546,12,162,5
2020-03-25,Litchfield,Connecticut,09005,33,0,11,0
2020-03-25,New Haven,Connecticut,09009,127,2,38,2
2020-03-25,Bergen,New Jersey,34003,819,15,118,1
2020-03-25,Essex,New Jersey,34013,381,11,39,3
2020-03-25,Hudson,New Jersey,34017,260,4,26,1
2020-03-25,Morris,New Jersey,34027,223,5,19,1
2020-03-25,Passaic,New Jersey,34031,255,4,39,1
2020-03-25,Sussex,New Jersey,34037,27,0,9,0
2020-03-25,Dutchess,New York,36027,153,0,29,0
2020-03-25,Nassau,New York,36059,3285,17,416,8
2020-03-25,New York City,New York,NA,20061,330,5118,100
2020-03-25,Orange,New York,36071,638,0,140,0
2020-03-25,Putnam,New York,36079,84,0,17,0
2020-03-25,Rockland,New York,36087,1069,7,398,2
2020-03-25,Suffolk,New York,36103,2260,20,380,7
2020-03-25,Ulster,New York,36111,65,0,18,0
2020-03-25,Westchester,New York,36119,4691,6,800,0
2020-03-26,Fairfield,Connecticut,09001,607,13,61,1
2020-03-26,Litchfield,Connecticut,09005,44,0,11,0
2020-03-26,New Haven,Connecticut,09009,156,2,29,0
2020-03-26,Bergen,New Jersey,34003,1206,21,387,6
2020-03-26,Essex,New Jersey,34013,609,15,228,4
2020-03-26,Hudson,New Jersey,34017,441,4,181,0
2020-03-26,Morris,New Jersey,34027,315,7,92,2
2020-03-26,Passaic,New Jersey,34031,399,5,144,1
2020-03-26,Sussex,New Jersey,34037,49,0,22,0
2020-03-26,Dutchess,New York,36027,190,2,37,2
2020-03-26,Nassau,New York,36059,3914,19,629,2
2020-03-26,New York City,New York,NA,23182,435,3121,105
2020-03-26,Orange,New York,36071,751,2,113,2
2020-03-26,Putnam,New York,36079,94,0,10,0
2020-03-26,Rockland,New York,36087,1197,7,128,0
2020-03-26,Suffolk,New York,36103,2735,22,475,2
2020-03-26,Ulster,New York,36111,89,0,24,0
2020-03-26,Westchester,New York,36119,5944,8,1253,2
2020-03-27,Fairfield,Connecticut,09001,752,15,145,2
2020-03-27,Litchfield,Connecticut,09005,52,0,8,0
2020-03-27,New Haven,Connecticut,09009,222,6,66,4
2020-03-27,Bergen,New Jersey,34003,1505,28,299,7
2020-03-27,Essex,New Jersey,34013,826,18,217,3
2020-03-27,Hudson,New Jersey,34017,594,4,153,0
2020-03-27,Morris,New Jersey,34027,391,9,76,2
2020-03-27,Passaic,New Jersey,34031,484,5,85,0
2020-03-27,Sussex,New Jersey,34037,65,0,16,0
2020-03-27,Dutchess,New York,36027,225,2,35,0
2020-03-27,Nassau,New York,36059,4657,27,743,8
2020-03-27,New York City,New York,NA,25509,560,2327,125
2020-03-27,Orange,New York,36071,910,3,159,1
2020-03-27,Putnam,New York,36079,111,0,17,0
2020-03-27,Rockland,New York,36087,1457,8,260,1
2020-03-27,Suffolk,New York,36103,3385,22,650,0
2020-03-27,Ulster,New York,36111,98,0,9,0
2020-03-27,Westchester,New York,36119,7187,10,1243,2
2020-03-28,Fairfield,Connecticut,09001,908,20,156,5
2020-03-28,Litchfield,Connecticut,09005,65,0,13,0
2020-03-28,New Haven,Connecticut,09009,236,6,14,0
2020-03-28,Bergen,New Jersey,34003,1838,35,333,7
2020-03-28,Essex,New Jersey,34013,1086,20,260,2
2020-03-28,Hudson,New Jersey,34017,771,6,177,2
2020-03-28,Morris,New Jersey,34027,442,12,51,3
2020-03-28,Passaic,New Jersey,34031,608,7,124,2
2020-03-28,Sussex,New Jersey,34037,81,1,16,1
2020-03-28,Dutchess,New York,36027,262,2,37,0
2020-03-28,Nassau,New York,36059,5537,35,880,8
2020-03-28,New York City,New York,NA,30919,825,5410,265
2020-03-28,Orange,New York,36071,1101,3,191,0
2020-03-28,Putnam,New York,36079,131,0,20,0
2020-03-28,Rockland,New York,36087,1896,8,439,0
2020-03-28,Suffolk,New York,36103,4138,37,753,15
2020-03-28,Ulster,New York,36111,128,0,30,0
2020-03-28,Westchester,New York,36119,7875,10,688,0
2020-03-29,Fairfield,Connecticut,09001,1245,21,337,1
2020-03-29,Litchfield,Connecticut,09005,87,0,22,0
2020-03-29,New Haven,Connecticut,09009,280,6,44,0
2020-03-29,Bergen,New Jersey,34003,2169,35,331,0
2020-03-29,Essex,New Jersey,34013,1227,20,141,0
2020-03-29,Hudson,New Jersey,34017,974,6,203,0
2020-03-29,Morris,New Jersey,34027,566,12,124,0
2020-03-29,Passaic,New Jersey,34031,831,7,223,0
2020-03-29,Sussex,New Jersey,34037,93,1,12,0
2020-03-29,Dutchess,New York,36027,320,2,58,0
2020-03-29,Nassau,New York,36059,6445,39,908,4
2020-03-29,New York City,New York,NA,33983,991,3064,166
2020-03-29,Orange,New York,36071,1247,3,146,0
2020-03-29,Putnam,New York,36079,144,0,13,0
2020-03-29,Rockland,New York,36087,2209,8,313,0
2020-03-29,Suffolk,New York,36103,5023,40,885,3
2020-03-29,Ulster,New York,36111,179,1,51,1
2020-03-29,Westchester,New York,36119,8519,10,644,0
2020-03-30,Fairfield,Connecticut,09001,1445,21,200,0
2020-03-30,Litchfield,Connecticut,09005,113,1,26,1
2020-03-30,New Haven,Connecticut,09009,373,6,93,0
2020-03-30,Bergen,New Jersey,34003,2482,41,313,6
2020-03-30,Essex,New Jersey,34013,1564,36,337,16
2020-03-30,Hudson,New Jersey,34017,1314,11,340,5
2020-03-30,Morris,New Jersey,34027,720,13,154,1
2020-03-30,Passaic,New Jersey,34031,1091,9,260,2
2020-03-30,Sussex,New Jersey,34037,113,3,20,2
2020-03-30,Dutchess,New York,36027,392,3,72,1
2020-03-30,Nassau,New York,36059,7344,48,899,9
2020-03-30,New York City,New York,NA,38375,1202,4392,211
2020-03-30,Orange,New York,36071,1435,3,188,0
2020-03-30,Putnam,New York,36079,167,0,23,0
2020-03-30,Rockland,New York,36087,2511,8,302,0
2020-03-30,Suffolk,New York,36103,5791,44,768,4
2020-03-30,Ulster,New York,36111,207,1,28,0
2020-03-30,Westchester,New York,36119,9326,19,807,9
2020-03-31,Fairfield,Connecticut,09001,1870,38,425,17
2020-03-31,Litchfield,Connecticut,09005,121,1,8,0
2020-03-31,New Haven,Connecticut,09009,517,12,144,6
2020-03-31,Bergen,New Jersey,34003,2909,53,427,12
2020-03-31,Essex,New Jersey,34013,1900,47,336,11
2020-03-31,Hudson,New Jersey,34017,1606,16,292,5
2020-03-31,Morris,New Jersey,34027,841,21,121,8
2020-03-31,Passaic,New Jersey,34031,1294,11,203,2
2020-03-31,Sussex,New Jersey,34037,132,3,19,0
2020-03-31,Dutchess,New York,36027,484,4,92,1
2020-03-31,Nassau,New York,36059,8544,63,1200,15
2020-03-31,New York City,New York,NA,43518,1475,5143,273
2020-03-31,Orange,New York,36071,1560,3,125,0
2020-03-31,Putnam,New York,36079,186,0,19,0
2020-03-31,Rockland,New York,36087,2863,8,352,0
2020-03-31,Suffolk,New York,36103,6713,53,922,9
2020-03-31,Ulster,New York,36111,215,3,8,2
2020-03-31,Westchester,New York,36119,9967,25,641,6
2020-04-01,Fairfield,Connecticut,09001,1986,46,116,8
2020-04-01,Litchfield,Connecticut,09005,131,1,10,0
2020-04-01,New Haven,Connecticut,09009,611,15,94,3
2020-04-01,Bergen,New Jersey,34003,3494,75,585,22
2020-04-01,Essex,New Jersey,34013,2262,69,362,22
2020-04-01,Hudson,New Jersey,34017,1910,29,304,13
2020-04-01,Morris,New Jersey,34027,942,25,101,4
2020-04-01,Passaic,New Jersey,34031,1494,15,200,4
2020-04-01,Sussex,New Jersey,34037,158,6,26,3
2020-04-01,Dutchess,New York,36027,547,5,63,1
2020-04-01,Nassau,New York,36059,9555,76,1011,13
2020-04-01,New York City,New York,NA,47914,1848,4396,373
2020-04-01,Orange,New York,36071,1756,25,196,22
2020-04-01,Putnam,New York,36079,207,0,21,0
2020-04-01,Rockland,New York,36087,3321,29,458,21
2020-04-01,Suffolk,New York,36103,7605,69,892,16
2020-04-01,Ulster,New York,36111,222,3,7,0
2020-04-01,Westchester,New York,36119,10683,25,716,0
2020-04-02,Fairfield,Connecticut,09001,2132,65,146,19
2020-04-02,Litchfield,Connecticut,09005,141,2,10,1
2020-04-02,New Haven,Connecticut,09009,647,17,36,2
2020-04-02,Bergen,New Jersey,34003,4099,120,605,45
2020-04-02,Essex,New Jersey,34013,2617,99,355,30
2020-04-02,Hudson,New Jersey,34017,2270,44,360,15
2020-04-02,Morris,New Jersey,34027,1082,40,140,15
2020-04-02,Passaic,New Jersey,34031,1750,22,256,7
2020-04-02,Sussex,New Jersey,34037,179,7,21,1
2020-04-02,Dutchess,New York,36027,667,9,120,4
2020-04-02,Nassau,New York,36059,10587,95,1032,19
2020-04-02,New York City,New York,NA,52400,2152,4486,304
2020-04-02,Orange,New York,36071,2048,30,292,5
2020-04-02,Putnam,New York,36079,236,0,29,0
2020-04-02,Rockland,New York,36087,3751,42,430,13
2020-04-02,Suffolk,New York,36103,8746,84,1141,15
2020-04-02,Ulster,New York,36111,243,3,21,0
2020-04-02,Westchester,New York,36119,11566,67,883,42
2020-04-03,Fairfield,Connecticut,09001,2717,76,585,11
2020-04-03,Litchfield,Connecticut,09005,173,4,32,2
2020-04-03,New Haven,Connecticut,09009,891,18,244,1
2020-04-03,Bergen,New Jersey,34003,4866,132,767,12
2020-04-03,Essex,New Jersey,34013,3067,118,450,19
2020-04-03,Hudson,New Jersey,34017,2835,59,565,15
2020-04-03,Morris,New Jersey,34027,1298,43,216,3
2020-04-03,Passaic,New Jersey,34031,2216,34,466,12
2020-04-03,Sussex,New Jersey,34037,210,8,31,1
2020-04-03,Dutchess,New York,36027,809,9,142,0
2020-04-03,Nassau,New York,36059,12024,138,1437,43
2020-04-03,New York City,New York,NA,57941,2648,5541,496
2020-04-03,Orange,New York,36071,2397,30,349,0
2020-04-03,Putnam,New York,36079,236,0,0,0
2020-04-03,Rockland,New York,36087,4289,42,538,0
2020-04-03,Suffolk,New York,36103,10154,96,1408,12
2020-04-03,Ulster,New York,36111,243,3,0,0
2020-04-03,Westchester,New York,36119,12350,67,784,0
2020-04-04,Fairfield,Connecticut,09001,2824,86,107,10
2020-04-04,Litchfield,Connecticut,09005,182,5,9,1
2020-04-04,New Haven,Connecticut,09009,1024,29,133,11
2020-04-04,Bergen,New Jersey,34003,5760,179,894,47
2020-04-04,Essex,New Jersey,34013,3584,156,517,38
2020-04-04,Hudson,New Jersey,34017,3491,78,656,19
2020-04-04,Morris,New Jersey,34027,1618,51,320,8
2020-04-04,Passaic,New Jersey,34031,2856,38,640,4
2020-04-04,Sussex,New Jersey,34037,236,9,26,1
2020-04-04,Dutchess,New York,36027,938,11,129,2
2020-04-04,Nassau,New York,36059,13346,396,1322,258
2020-04-04,New York City,New York,NA,64274,3221,6333,573
2020-04-04,Orange,New York,36071,2741,51,344,21
2020-04-04,Putnam,New York,36079,283,9,47,9
2020-04-04,Rockland,New York,36087,4872,69,583,27
2020-04-04,Suffolk,New York,36103,12328,175,2174,79
2020-04-04,Ulster,New York,36111,318,4,75,1
2020-04-04,Westchester,New York,36119,13080,197,730,130
2020-04-05,Fairfield,Connecticut,09001,3050,96,226,10
2020-04-05,Litchfield,Connecticut,09005,197,6,15,1
2020-04-05,New Haven,Connecticut,09009,1162,36,138,7
2020-04-05,Bergen,New Jersey,34003,6187,189,427,10
2020-04-05,Essex,New Jersey,34013,4082,172,498,16
2020-04-05,Hudson,New Jersey,34017,3924,87,433,9
2020-04-05,Morris,New Jersey,34027,1800,55,182,4
2020-04-05,Passaic,New Jersey,34031,3227,42,371,4
2020-04-05,Sussex,New Jersey,34037,267,9,31,0
2020-04-05,Dutchess,New York,36027,1077,11,139,0
2020-04-05,Nassau,New York,36059,14398,396,1052,0
2020-04-05,New York City,New York,NA,68726,3646,4452,425
2020-04-05,Orange,New York,36071,3102,51,361,0
2020-04-05,Putnam,New York,36079,314,9,31,0
2020-04-05,Rockland,New York,36087,5362,69,490,0
2020-04-05,Suffolk,New York,36103,12933,175,605,0
2020-04-05,Ulster,New York,36111,358,4,40,0
2020-04-05,Westchester,New York,36119,13722,197,642,0
2020-04-06,Fairfield,Connecticut,09001,3719,101,669,5
2020-04-06,Litchfield,Connecticut,09005,230,8,33,2
2020-04-06,New Haven,Connecticut,09009,1468,41,306,5
2020-04-06,Bergen,New Jersey,34003,6862,200,675,11
2020-04-06,Essex,New Jersey,34013,4493,186,411,14
